"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","consent","Q142","att_1","att_2","comp_0","pref_you","pref_you_explain","comp_2","comp_3","safety_you_1","trust_you_1","pref_others","pref_others_explain","safety_others_1","trust_others_1","gender","gender_4_TEXT","ethnicity","ethnicity_6_TEXT","age","education","education_8_TEXT","license","ai_knowledge_1","PROLIFIC_PID","FL_8_DO"
"11/20/22 21:50","11/20/22 21:54",0,157,100,234,1,"11/20/22 21:54","R_12EWhg7K1WTr5aI",NA,NA,NA,NA,157,157,"anonymous","EN",1,157,4,1,1,NA,"",2,4,NA,NA,2,"it allows for the human to do it all. I am uncomfortable having cars do everything.",59,35,2,"",3,"","52",5,NA,1,25,NA,"FL_53"
"11/20/22 21:51","11/20/22 21:54",0,158,100,223,1,"11/20/22 21:54","R_2CVeBD6T7dKNnnI",NA,NA,NA,NA,158,158,"anonymous","EN",1,158,4,1,1,NA,"",2,4,NA,NA,6,"Because it would be the safest by eliminating human error, in theory.",51,20,2,"",3,"","49",5,NA,1,15,NA,"FL_53"
"11/20/22 21:51","11/20/22 21:55",0,159,100,197,1,"11/20/22 21:55","R_10AA8JqNuBqn9JQ",NA,NA,NA,NA,159,159,"anonymous","EN",1,159,4,1,1,NA,"",2,4,NA,NA,5,"I think it is still important for the driver to have some form of control over the vehicle",15,80,1,"",3,"","26",3,NA,1,70,NA,"FL_53"
"11/20/22 21:51","11/20/22 21:55",0,160,100,185,1,"11/20/22 21:55","R_2wce7yIFWrEIEJ6",NA,NA,NA,NA,160,160,"anonymous","EN",1,160,4,1,1,1,"I like to stick to what i am used to in this case",2,4,50,50,NA,"",NA,NA,2,"",1,"","28",4,NA,2,50,NA,"FL_51"
"11/20/22 21:51","11/20/22 21:55",0,161,100,189,1,"11/20/22 21:55","R_1PeieLWr55aZGRv",NA,NA,NA,NA,161,161,"anonymous","EN",1,161,4,1,1,NA,"",2,4,NA,NA,6,"This is the safest option. ",1,90,3,"",5,"","25",1,NA,2,60,NA,"FL_53"
"11/20/22 21:51","11/20/22 21:55",0,162,100,238,1,"11/20/22 21:55","R_1MR1q3420eCAOVB",NA,NA,NA,NA,162,162,"anonymous","EN",1,162,4,1,1,NA,"",2,4,NA,NA,6,"Because it is safer to trust the driving system than people. Full automation would be the best choice. ",0,100,2,"",3,"","49",4,NA,1,70,NA,"FL_53"
"11/20/22 21:50","11/20/22 21:55",0,163,100,263,1,"11/20/22 21:55","R_3RyhIuPrPwRtIXC",NA,NA,NA,NA,163,163,"anonymous","EN",1,163,4,2,1,NA,"",2,4,NA,NA,4,"Other people should at least buy the level 4.  I posit that just having extra monitoring of the driving environment will decrease accidents significantly  ",40,30,1,"",3,"","34",7,NA,1,85,NA,"FL_53"
"11/20/22 21:53","11/20/22 21:55",0,164,100,129,1,"11/20/22 21:55","R_20kJiPt5QpdipPz",NA,NA,NA,NA,164,164,"anonymous","EN",1,164,4,1,1,NA,"",2,1,NA,NA,6,"Humans shouldn’t be trusted sometimes. ",29,69,1,"",2,"","21",1,NA,1,35,NA,"FL_53"
"11/20/22 21:53","11/20/22 21:55",0,165,100,108,1,"11/20/22 21:55","R_2q2WHAGpcB7Fisj",NA,NA,NA,NA,165,165,"anonymous","EN",1,165,4,1,1,NA,"",2,4,NA,NA,2,"I want to have some control still",26,63,2,"",3,"","24",4,NA,1,59,NA,"FL_53"
"11/20/22 21:52","11/20/22 21:55",0,166,100,179,1,"11/20/22 21:55","R_1dKYVzm84ZfSl8d",NA,NA,NA,NA,166,166,"anonymous","EN",1,166,4,1,1,3,"just because i also wanna enjoy driving sometimes too",2,2,75,27,NA,"",NA,NA,1,"",2,"","23",3,NA,1,37,NA,"FL_51"
"11/20/22 21:52","11/20/22 21:55",0,167,100,187,1,"11/20/22 21:55","R_29vlVwfZMb2AYBJ",NA,NA,NA,NA,167,167,"anonymous","EN",1,167,4,2,1,NA,"",2,2,NA,NA,6,"Its supoosed to be safer",42,57,2,"",3,"","28",1,NA,1,20,NA,"FL_53"
"11/20/22 21:52","11/20/22 21:55",0,168,100,190,1,"11/20/22 21:55","R_1ir3wU36F0F5rYQ",NA,NA,NA,NA,168,168,"anonymous","EN",1,168,1,1,1,1,"I enjoy driving.",2,4,10,80,NA,"",NA,NA,1,"",3,"","28",4,NA,1,80,NA,"FL_51"
"11/20/22 21:51","11/20/22 21:55",0,169,100,251,1,"11/20/22 21:55","R_2cBkWK8hq51a9AL",NA,NA,NA,NA,169,169,"anonymous","EN",1,169,4,1,1,1,"I do not trust the security of the software in automated driving systems.",2,4,50,53,NA,"",NA,NA,2,"",3,"","49",5,NA,1,40,NA,"FL_51"
"11/20/22 21:53","11/20/22 21:55",0,170,100,126,1,"11/20/22 21:55","R_Rh330Rf6TTdcQXn",NA,NA,NA,NA,170,170,"anonymous","EN",1,170,4,1,1,NA,"",2,4,NA,NA,6,"Machines can analyze many variables at a time without being significantly impaired, unlike humans.",0,100,1,"",2,"","28",3,NA,1,5,NA,"FL_53"
"11/20/22 21:52","11/20/22 21:55",0,171,100,178,1,"11/20/22 21:55","R_sSGUwINpTmyd9lf",NA,NA,NA,NA,171,171,"anonymous","EN",1,171,4,1,1,NA,"",2,4,NA,NA,2,"this one has some self driving to it but with most human driving involved got my interest the most ",70,72,1,"",4,"","33",1,NA,2,47,NA,"FL_53"
"11/20/22 21:51","11/20/22 21:55",0,172,100,273,1,"11/20/22 21:55","R_1IgxnVaI4rT9A2l",NA,NA,NA,NA,172,172,"anonymous","EN",1,172,4,1,1,4,"I still want some level of control over the vehicle; splitting the driving functions between myself and the driving system seems the best way to do so.",2,4,55,40,NA,"",NA,NA,1,"",3,"","33",4,NA,1,28,NA,"FL_51"
"11/20/22 21:52","11/20/22 21:56",0,173,100,237,1,"11/20/22 21:56","R_V4JmvW3PFMHMjy9",NA,NA,NA,NA,173,173,"anonymous","EN",1,173,4,1,1,5,"Want to reap the benefits of full automation, but still have some manual control.",2,4,55,35,NA,"",NA,NA,1,"",3,"","19",3,NA,1,84,NA,"FL_51"
"11/20/22 21:53","11/20/22 21:56",0,174,100,179,1,"11/20/22 21:56","R_12bah5DGtVPSrbX",NA,NA,NA,NA,174,174,"anonymous","EN",1,174,4,1,1,2,"I don't believe machines are advanced enough to completely trust my life to them in a car.",2,4,70,0,NA,"",NA,NA,1,"",3,"","69",3,NA,1,20,NA,"FL_51"
"11/20/22 21:52","11/20/22 21:56",0,175,100,213,1,"11/20/22 21:56","R_1P6uKYSh97HMBHl",NA,NA,NA,NA,175,175,"anonymous","EN",1,175,4,1,1,NA,"",1,4,NA,NA,2,"Because im not a fan of too much technology in the car.",93,1,2,"",4,"","21",1,NA,1,30,NA,"FL_53"
"11/20/22 21:53","11/20/22 21:56",0,176,100,183,1,"11/20/22 21:56","R_323MC1ymeWmsaDz",NA,NA,NA,NA,176,176,"anonymous","EN",1,176,4,1,1,NA,"",2,4,NA,NA,4,"This level offers the bare minimum in terms of monitoring everything going on, but still gives people the freedom to drive on their own. ",16,80,1,"",3,"","40",5,NA,1,64,NA,"FL_53"
"11/20/22 21:51","11/20/22 21:56",0,177,100,327,1,"11/20/22 21:56","R_3NWZHOpm5a3WJD8",NA,NA,NA,NA,177,177,"anonymous","EN",1,177,4,1,1,NA,"",2,4,NA,NA,2,"I just do not trust automated vehicles. I know they are supposed to be safer, but on principle I feel like humans have better quick reaction skills that are sometimes necessary for driving. ",43,22,2,"",3,"","19",3,NA,1,40,NA,"FL_53"
"11/20/22 21:52","11/20/22 21:56",0,178,100,263,1,"11/20/22 21:56","R_86rbs7VLTfFqXeh",NA,NA,NA,NA,178,178,"anonymous","EN",1,178,4,1,1,2,"Self driving cars make me anxious, but I would feel comfortable with a little Self driving",1,4,50,40,NA,"",NA,NA,4,"Non-binary",3,"","24",1,NA,1,20,NA,"FL_51"
"11/20/22 21:50","11/20/22 21:56",0,179,100,355,1,"11/20/22 21:56","R_TbEFkXMk1TKf4M9",NA,NA,NA,NA,179,179,"anonymous","EN",1,179,4,1,1,5,"Because I think out of the options it makes the most sense, it seems the safest.",2,4,59,41,NA,"",NA,NA,2,"",1,"","22",4,NA,1,43,NA,"FL_51"
"11/20/22 21:52","11/20/22 21:56",0,180,100,273,1,"11/20/22 21:56","R_2qlsesLzwFImsa0",NA,NA,NA,NA,180,180,"anonymous","EN",1,180,4,1,1,3,"I feel technology is not there yet so i would like to have most of the control of the vehicle.",2,4,94,17,NA,"",NA,NA,1,"",4,"","40",3,NA,1,60,NA,"FL_51"
"11/20/22 21:53","11/20/22 21:56",0,181,100,182,1,"11/20/22 21:56","R_2cjYfXYd1jkKZDx",NA,NA,NA,NA,181,181,"anonymous","EN",1,181,4,1,1,1,"Don't Trust",2,4,90,40,NA,"",NA,NA,1,"",3,"","36",1,NA,1,60,NA,"FL_51"
"11/20/22 21:52","11/20/22 21:56",0,182,100,265,1,"11/20/22 21:56","R_1laRTwW1rQMCxmu",NA,NA,NA,NA,182,182,"anonymous","EN",1,182,4,1,1,6,"Assuming the technology actually works, then this would give me freedom to do other things like read or write when I travel.",2,4,71,19,NA,"",NA,NA,1,"",3,"","30",4,NA,1,66,NA,"FL_51"
"11/20/22 21:54","11/20/22 21:56",0,183,100,157,1,"11/20/22 21:56","R_3rB6nJ5AQy4YR2h",NA,NA,NA,NA,183,183,"anonymous","EN",1,183,4,1,1,NA,"",2,4,NA,NA,4,"I feel Level 4 is a good blend of system and human responsibility given the current state of technology.",45,45,1,"",3,"","54",4,NA,1,65,NA,"FL_53"
"11/20/22 21:54","11/20/22 21:56",0,184,100,155,1,"11/20/22 21:56","R_4PyqcBvzlzdbT3j",NA,NA,NA,NA,184,184,"anonymous","EN",1,184,4,2,1,2,"It makes me nervous if I'm not in control when I'm driving.",2,4,63,42,NA,"",NA,NA,1,"",3,"","24",1,NA,1,33,NA,"FL_51"
"11/20/22 21:51","11/20/22 21:57",0,185,100,346,1,"11/20/22 21:57","R_2TNKY0UYItO3zed",NA,NA,NA,NA,185,185,"anonymous","EN",1,185,4,1,1,NA,"",2,3,NA,NA,1,"If we can assume self driving cars are safer then it would be better if everyone would but self driving cars.",11,76,1,"",3,"","26",1,NA,1,32,NA,"FL_53"
"11/20/22 21:51","11/20/22 21:57",0,186,100,316,1,"11/20/22 21:57","R_2cvCGxXrLluODmy",NA,NA,NA,NA,186,186,"anonymous","EN",1,186,4,1,1,1,"I think it is safe",3,4,90,30,NA,"",NA,NA,1,"",3,"","27",4,NA,1,100,NA,"FL_51"
"11/20/22 21:52","11/20/22 21:57",0,187,100,266,1,"11/20/22 21:57","R_pgjEarszuxWwdIB",NA,NA,NA,NA,187,187,"anonymous","EN",1,187,4,1,1,4,"Not being able to control basic and dynamic driving yourself seems dangerous for specific situations, like if you're in a horror movie and need to floor it to get away from the Chainsaw man. ",2,1,50,56,NA,"",NA,NA,1,"",4,"","22",4,NA,2,0,NA,"FL_51"
"11/20/22 21:53","11/20/22 21:57",0,188,100,239,1,"11/20/22 21:57","R_3pbaoi7wpUW5A0k",NA,NA,NA,NA,188,188,"anonymous","EN",1,188,4,2,1,1,"I've never owned a vehicle that employs a self-driving system and I dont think i necessarily need it.",2,4,80,15,NA,"",NA,NA,1,"",3,"","40",5,NA,1,15,NA,"FL_51"
"11/20/22 21:51","11/20/22 21:57",0,189,100,337,1,"11/20/22 21:57","R_2DMkPeAHgUE6CFv",NA,NA,NA,NA,189,189,"anonymous","EN",1,189,4,1,1,2,"I need to be able to monitor the environment because I do not fully trust self driving yet.",2,4,37,57,NA,"",NA,NA,2,"",3,"","66",4,NA,1,80,NA,"FL_51"
"11/20/22 21:52","11/20/22 21:57",0,190,100,278,1,"11/20/22 21:57","R_OcWKVdKZVhRq8Gl",NA,NA,NA,NA,190,190,"anonymous","EN",1,190,4,1,1,NA,"",2,4,NA,NA,5,"Automation can still have flaws and be hacked so having a way for humans to be able to control something is still a good option. ",15,20,2,"",3,"","45",4,NA,1,40,NA,"FL_53"
"11/20/22 21:54","11/20/22 21:57",0,191,100,183,1,"11/20/22 21:57","R_3QWs3zEzqWltGMd",NA,NA,NA,NA,191,191,"anonymous","EN",1,191,4,1,1,NA,"",2,4,NA,NA,6,"I chose this because it would be the safest option",0,91,1,"",3,"","25",3,NA,1,5,NA,"FL_53"
"11/20/22 21:54","11/20/22 21:57",0,192,100,196,1,"11/20/22 21:57","R_1jjtWJoim6wRxDl",NA,NA,NA,NA,192,192,"anonymous","EN",1,192,4,1,1,6,"I think it’s the safest ",3,4,18,92,NA,"",NA,NA,2,"",1,"","37",4,NA,1,65,NA,"FL_51"
"11/20/22 21:51","11/20/22 21:57",0,193,100,363,1,"11/20/22 21:57","R_PNcROVu0bB9F0gV",NA,NA,NA,NA,193,193,"anonymous","EN",1,193,4,1,1,2,"I would appreciate some level of assistance but wish to maintain the majority of control",1,4,59,36,NA,"",NA,NA,1,"",3,"","54",3,NA,1,38,NA,"FL_51"
"11/20/22 21:52","11/20/22 21:57",0,194,100,298,1,"11/20/22 21:57","R_1d6oWgKMrZwlII8",NA,NA,NA,NA,194,194,"anonymous","EN",1,194,4,1,1,NA,"",2,4,NA,NA,6,"It is the safest option.",18,71,2,"",5,"","41",4,NA,1,43,NA,"FL_53"
"11/20/22 21:52","11/20/22 21:58",0,195,100,302,1,"11/20/22 21:58","R_QbqtqNlvT49knqF",NA,NA,NA,NA,195,195,"anonymous","EN",1,195,4,1,1,3,"The technology for self-driving cars is not nearly good enough yet",2,4,85,30,NA,"",NA,NA,1,"",3,"","39",1,NA,1,70,NA,"FL_51"
"11/20/22 21:53","11/20/22 21:58",0,196,100,297,1,"11/20/22 21:58","R_29h8cWd5rgN4gat",NA,NA,NA,NA,196,196,"anonymous","EN",1,196,4,1,1,6,"Level 6 would be when the system would be most battle tested and 100% safe.",1,4,40,40,NA,"",NA,NA,1,"",3,"","23",1,NA,2,70,NA,"FL_51"
"11/20/22 21:53","11/20/22 21:58",0,197,100,276,1,"11/20/22 21:58","R_3Hkn1tHVoHyXDu4",NA,NA,NA,NA,197,197,"anonymous","EN",1,197,4,2,1,2,"I dont fully trust automated vehicles yet. ",2,4,61,33,NA,"",NA,NA,2,"",3,"","33",4,NA,1,10,NA,"FL_51"
"11/20/22 21:55","11/20/22 21:58",0,198,100,167,1,"11/20/22 21:58","R_2XcENzlAhyQ5Omo",NA,NA,NA,NA,198,198,"anonymous","EN",1,198,4,1,1,5,"I think it is good to have input from both human and robots but more so robots.",2,4,50,70,NA,"",NA,NA,1,"",5,"","20",4,NA,1,50,NA,"FL_51"
"11/20/22 21:55","11/20/22 21:58",0,199,100,192,1,"11/20/22 21:58","R_1NaI21epf5SHCtD",NA,NA,NA,NA,199,199,"anonymous","EN",1,199,4,1,1,NA,"",2,4,NA,NA,6,"Automated driving sounds sick. I hate driving.",0,100,1,"",3,"","25",4,NA,1,68,NA,"FL_53"
"11/20/22 21:51","11/20/22 21:58",0,200,100,449,1,"11/20/22 21:58","R_3nf9Nw9TGaifksL",NA,NA,NA,NA,200,200,"anonymous","EN",1,200,4,1,1,2,"I chose level two because I would like to be able to turn it on and off. If I could do that I would choose level 6.",2,4,53,63,NA,"",NA,NA,2,"",3,"","39",4,NA,1,32,NA,"FL_51"
"11/20/22 21:54","11/20/22 21:58",0,201,100,268,1,"11/20/22 21:58","R_1mPH3Z07XBJeEi6",NA,NA,NA,NA,201,201,"anonymous","EN",1,201,4,1,1,NA,"",2,4,NA,NA,6,"I think it would be safer for other people on the roads if the inconsiderate, ignorant people who distract themselves and cause accidents were not in control of their vehicle. ",20,86,2,"",3,"","24",4,NA,1,9,NA,"FL_53"
"11/20/22 21:53","11/20/22 21:59",0,202,100,361,1,"11/20/22 21:59","R_29oIjlpEYHcjlUs",NA,NA,NA,NA,202,202,"anonymous","EN",1,202,4,1,1,NA,"",2,4,NA,NA,4,"I made this choice because I feel that the user should still have a certain level of control over the car.",14,78,1,"",4,"","32",3,NA,1,70,NA,"FL_53"
"11/20/22 21:56","11/20/22 21:59",0,203,100,150,1,"11/20/22 21:59","R_1Oy2a25dbncA9bz",NA,NA,NA,NA,203,203,"anonymous","EN",1,203,4,1,1,1,"I prefer to be the one in complete control of my vehicle.",2,4,50,2,NA,"",NA,NA,1,"",3,"","57",4,NA,1,50,NA,"FL_51"
"11/20/22 21:51","11/20/22 21:59",0,204,100,452,1,"11/20/22 21:59","R_6V8wWu9vPapW1rP",NA,NA,NA,NA,204,204,"anonymous","EN",1,204,4,1,1,NA,"",2,4,NA,NA,6,"If it’s fully the driving system taking control of the car, there’s much less of a chance of something going wrong and causing an accident.",30,60,2,"",4,"","25",1,NA,2,30,NA,"FL_53"
"11/20/22 21:52","11/20/22 21:59",0,205,100,427,1,"11/20/22 21:59","R_25s83kbayVwe0k8",NA,NA,NA,NA,205,205,"anonymous","EN",1,205,4,1,1,NA,"",2,4,NA,NA,4,"I feel as though folks should have the option to control the vehicle if need be.",29,56,4,"non-binary",3,"","39",3,NA,1,20,NA,"FL_53"
"11/20/22 21:52","11/20/22 21:59",0,206,100,447,1,"11/20/22 21:59","R_Rw2vvwYI8ZUMXhn",NA,NA,NA,NA,206,206,"anonymous","EN",1,206,4,2,2,2,"I feel safer with human eyes on driving, however, I would not mind additional ""eyes"" from the system",1,4,80,42,NA,"",NA,NA,2,"",3,"","57",4,NA,1,14,NA,"FL_51"
"11/20/22 21:55","11/20/22 21:59",0,207,100,256,1,"11/20/22 21:59","R_2fvcHQYc8Qvi1IY",NA,NA,NA,NA,207,207,"anonymous","EN",1,207,4,1,1,NA,"",2,4,NA,NA,4,"2 is better safety",50,19,2,"",3,"","51",3,NA,1,9,NA,"FL_53"
"11/20/22 21:54","11/20/22 21:59",0,208,100,298,1,"11/20/22 21:59","R_TnL0t16iWX5f9qp",NA,NA,NA,NA,208,208,"anonymous","EN",1,208,4,1,1,2,"Software, the track record of certain companies of shipping production software with serious issues with hopes of over the air updates to address said issues makes me wary of buying anything above level 2",2,4,81,19,NA,"",NA,NA,1,"",3,"","35",4,NA,1,68,NA,"FL_51"
"11/20/22 21:51","11/20/22 21:59",0,209,100,505,1,"11/20/22 21:59","R_308FZYr7SnV47wX",NA,NA,NA,NA,209,209,"anonymous","EN",1,209,4,1,1,4,"It is a good mix of human and automated control and I would feel safer but still feel in control.",2,4,68,60,NA,"",NA,NA,1,"",4,"","37",1,NA,1,30,NA,"FL_51"
"11/20/22 21:57","11/20/22 21:59",0,210,100,170,1,"11/20/22 21:59","R_3CNKKz59ehnirAl",NA,NA,NA,NA,210,210,"anonymous","EN",1,210,4,1,1,NA,"",2,4,NA,NA,5,"There could be some malfunction so it would be good to still have the option for the human to drive ",48,58,2,"",2,"","3q",4,NA,1,1,NA,"FL_53"
"11/20/22 21:55","11/20/22 21:59",0,211,100,266,1,"11/20/22 21:59","R_71Bin8ROJ4lIjzb",NA,NA,NA,NA,211,211,"anonymous","EN",1,211,4,1,1,NA,"",2,4,NA,NA,2,"I chose this level because I feel that it is still majorly important for the Human to be paying attention to the driving environment and their surroundings. As well, I feel as though all the responsibility should not be placed onto the ‘Machines’",70,25,2,"",4,"","20",1,NA,1,60,NA,"FL_53"
"11/20/22 21:52","11/20/22 21:59",0,212,100,463,1,"11/20/22 22:00","R_1IhgWxZEUdczv8X",NA,NA,NA,NA,212,212,"anonymous","EN",1,212,4,1,1,NA,"",2,4,NA,NA,2,"Because I know how to drive well and don't need the car taking control from me unless for certain things, such as crash avoidance and lane assit. ",55,55,1,"",3,"","37",2,NA,1,75,NA,"FL_53"
"11/20/22 21:56","11/20/22 22:00",0,213,100,240,1,"11/20/22 22:00","R_2X0qkaczFUrBzpn",NA,NA,NA,NA,213,213,"anonymous","EN",1,213,4,1,1,4,"I would choose 4 because I want some automation but I don't want to spend too much.",2,4,20,75,NA,"",NA,NA,2,"",2,"","23",3,NA,1,10,NA,"FL_51"
"11/20/22 21:57","11/20/22 22:00",0,214,100,192,1,"11/20/22 22:00","R_1Itqc5bfxlZakhJ",NA,NA,NA,NA,214,214,"anonymous","EN",1,214,4,1,1,NA,"",2,4,NA,NA,6,"Makes is safest for all peoples on the roadl ",36,73,1,"",3,"","34",5,NA,1,29,NA,"FL_53"
"11/20/22 21:57","11/20/22 22:00",0,215,100,186,1,"11/20/22 22:00","R_1jeTxmdeeMqcWo5",NA,NA,NA,NA,215,215,"anonymous","EN",1,215,4,1,1,6,"6 would seem like the highest level of automation and thus being the safest with the least amount of risk",2,4,61,79,NA,"",NA,NA,1,"",3,"","28",4,NA,1,75,NA,"FL_51"
"11/20/22 21:56","11/20/22 22:00",0,216,100,223,1,"11/20/22 22:00","R_2Tn131n18Amol0L",NA,NA,NA,NA,216,216,"anonymous","EN",1,216,4,1,1,4,"I would still want some control ",2,4,54,71,NA,"",NA,NA,2,"",3,"","35",4,NA,1,35,NA,"FL_51"
"11/20/22 21:57","11/20/22 22:00",0,217,100,161,1,"11/20/22 22:00","R_supmqUDQOcCHf57",NA,NA,NA,NA,217,217,"anonymous","EN",1,217,4,1,1,1,"More safe",3,4,90,20,NA,"",NA,NA,1,"",3,"","24",4,NA,1,100,NA,"FL_51"
"11/20/22 21:55","11/20/22 22:00",0,218,100,277,1,"11/20/22 22:00","R_1YuskpxQrZ5LKo1",NA,NA,NA,NA,218,218,"anonymous","EN",1,218,4,1,1,NA,"",2,4,NA,NA,4,"That way its am equal amount of sled driving cars and none self driving cars not everyone wants to be driven around and we would rely on machines more then we should",39,59,2,"",3,"","28",1,NA,1,5,NA,"FL_53"
"11/20/22 21:55","11/20/22 22:00",0,219,100,290,1,"11/20/22 22:00","R_2ziRKM5OztzgW1c",NA,NA,NA,NA,219,219,"anonymous","EN",1,219,4,1,1,2,"I don't currently trust automation to that degree.  Take for example the fact that a lot of facial recognition and other technologies only really work and are tested on white people, how can I trust that my vehicle won't value the life of a white person or someone else over my own existence, therefore I think I would take my chances with driving.",2,4,50,29,NA,"",NA,NA,1,"",1,"","34",3,NA,1,20,NA,"FL_51"
"11/20/22 21:54","11/20/22 22:00",0,220,100,382,1,"11/20/22 22:00","R_3fI6jVoBqiuDupR",NA,NA,NA,NA,220,220,"anonymous","EN",1,220,4,2,1,NA,"",1,4,NA,NA,2,"i like human driver more but i wouldn't mind some smart cart",50,50,1,"",3,"","1997",1,NA,2,20,NA,"FL_53"
"11/20/22 21:56","11/20/22 22:00",0,221,100,271,1,"11/20/22 22:00","R_21b9mRj149DhkIk",NA,NA,NA,NA,221,221,"anonymous","EN",1,221,4,1,1,4,"I think the idea of a car driving itself is interesting, and i have read the research that shows it is safer for a car to make the decisions. However, i would still want to have control over a car and no allow it to do all the work.",2,4,36,40,NA,"",NA,NA,2,"",3,"","19",3,NA,1,78,NA,"FL_51"
"11/20/22 21:55","11/20/22 22:00",0,222,100,296,1,"11/20/22 22:00","R_3Eu9TcqrhoOPuqL",NA,NA,NA,NA,222,222,"anonymous","EN",1,222,4,2,1,6,"If it costs the same, why not. Also can do other things on the commute. ",2,4,50,50,NA,"",NA,NA,2,"",4,"","32",7,NA,1,25,NA,"FL_51"
"11/20/22 21:55","11/20/22 22:00",0,223,100,312,1,"11/20/22 22:00","R_083YA7t0KlxYS6B",NA,NA,NA,NA,223,223,"anonymous","EN",1,223,4,2,1,NA,"",2,4,NA,NA,1,"Driving is a privilege and should be human controlled.",71,35,1,"",3,"","62",4,NA,1,16,NA,"FL_53"
"11/20/22 21:55","11/20/22 22:00",0,224,100,316,1,"11/20/22 22:00","R_2XmwykWlZYIZmLD",NA,NA,NA,NA,224,224,"anonymous","EN",1,224,4,1,1,NA,"",2,4,NA,NA,4,"I think there should be involvement of human control because it would help take control of situations where the car system ever fails.",64,56,2,"",5,"","23",4,NA,1,55,NA,"FL_53"
"11/20/22 21:50","11/20/22 22:01",0,225,100,632,1,"11/20/22 22:01","R_WD9YGJ1287LuJ6V",NA,NA,NA,NA,225,225,"anonymous","EN",1,225,4,1,1,NA,"",2,4,NA,NA,2,"I don't think we've established a legal framework yet and determined liability around self-driving cars to sell more fully autonomous vehicles yet.",34,56,1,"",2,"","33",5,NA,1,76,NA,"FL_53"
"11/20/22 21:52","11/20/22 22:01",0,226,100,524,1,"11/20/22 22:01","R_3iU23B2j9C7Bi3P",NA,NA,NA,NA,226,226,"anonymous","EN",1,226,4,1,1,NA,"",2,4,NA,NA,4,"People are too distracted by their phones. I drive from Texas to Kansas often and the number of people I see LOOKING at their phones for several seconds at a time on the interstate is alarming. Of course, in Dallas I also see people looking at their phones on the freeway while driving, etc. It's very scary. The natural inclination is to get away from them, and you know as you pass them if they jerk to overcorrect suddenly, it could all be over. See so many accidents now where they say ""the vehicle left the roadway for an unknown reason"" or ""the vehicle crossed the center lane for an unknown reason."" Uh-huh. I know there are 'legitimate' reasons people have these sorts of accidents, such as medical emergency or to avoid something in the road, but there sure are a lot more of these accidents than there used to be, and I think I can guess why that is. ",50,55,2,"",3,"","44",3,NA,1,20,NA,"FL_53"
"11/20/22 21:56","11/20/22 22:01",0,227,100,281,1,"11/20/22 22:01","R_qUFJn7adeBUq1yN",NA,NA,NA,NA,227,227,"anonymous","EN",1,227,4,1,1,NA,"",2,4,NA,NA,4,"i wasn't sure what you meant by 'dynamic driving' so i evaluated on the other two. ",36,43,1,"",3,"","45",5,NA,1,13,NA,"FL_53"
"11/20/22 21:55","11/20/22 22:01",0,228,100,377,1,"11/20/22 22:01","R_1hGssFXWcgKNHN7",NA,NA,NA,NA,228,228,"anonymous","EN",1,228,4,1,1,5,"Can’t trust the algorithms for all dynamic conditions",2,4,50,50,NA,"",NA,NA,1,"",2,"","64",5,NA,1,100,NA,"FL_51"
"11/20/22 21:55","11/20/22 22:01",0,229,100,365,1,"11/20/22 22:01","R_2s0v98S5qDYKJda",NA,NA,NA,NA,229,229,"anonymous","EN",1,229,4,1,1,2,"I feel humans make better judgements in all of these aspects of driving. ",2,4,60,30,NA,"",NA,NA,2,"",3,"","64",4,NA,1,20,NA,"FL_51"
"11/20/22 21:55","11/20/22 22:01",0,230,100,387,1,"11/20/22 22:01","R_3MygaZUWzVtfvCE",NA,NA,NA,NA,230,230,"anonymous","EN",1,230,4,1,1,NA,"",1,4,NA,NA,2,"I think it is better.",50,60,1,"",3,"","38",5,NA,1,95,NA,"FL_53"
"11/20/22 21:55","11/20/22 22:01",0,231,100,387,1,"11/20/22 22:01","R_31BHQCQ01xk0hYw",NA,NA,NA,NA,231,231,"anonymous","EN",1,231,4,1,1,NA,"",1,4,NA,NA,2,"I think it is better.",50,60,1,"",3,"","34",5,NA,1,95,NA,"FL_53"
"11/20/22 21:53","11/20/22 22:02",0,232,100,521,1,"11/20/22 22:02","R_31vl7B0cXOnuNHK",NA,NA,NA,NA,232,232,"anonymous","EN",1,232,4,1,1,NA,"",2,4,NA,NA,4,"I chose that level because it's half human and half driving system controlled. It seemed like a good balance.",30,40,2,"",5,"","24",3,NA,2,0,NA,"FL_53"
"11/20/22 21:55","11/20/22 22:03",0,233,100,454,1,"11/20/22 22:03","R_21B5UNaXqeLE76L",NA,NA,NA,NA,233,233,"anonymous","EN",1,233,4,1,1,5,"I would like one that is automated mostly, but I still want to have some control because I don't think the technology is perfect yet.",2,4,50,30,NA,"",NA,NA,1,"",3,"","40",1,NA,1,70,NA,"FL_51"
"11/20/22 21:51","11/20/22 22:03",0,234,100,680,1,"11/20/22 22:03","R_3fHR83phW98KpLq",NA,NA,NA,NA,234,234,"anonymous","EN",1,234,4,1,1,NA,"",2,4,NA,NA,6,"I chose this paeticular level because I think this level are convenient more than other level and it will be affordable to me.",83,86,2,"",3,"","29",4,NA,1,92,NA,"FL_53"
